company_name,company_address,num_employees_affected,layoff_date,union,union_rep_info,local_workforce_investment_area,date_notice_received,layoff_or_closure,severance,bumping_rights,jobs,updated(BLN)
Alexza Pharmaceuticals,"['2091 Stierlin Ct.', ' Mountain View', ', CA', ' 94043']",28,7/31/15,No,,"NOVA Consortium (North Santa Clara), Employment De                              ",6/5/15,Layoff,Employer did not State,No,"{'Director, Drug Safety & Pharmacovigilance': 1, 'Director, Quality Assurance': 1, 'Director, Training & Organizational Development': 1, 'Manager, IT Compliance': 1, 'Manager, QA Validation': 1, 'Manufacturing Technician I': 1, 'Manufacturing Technician II': 3, 'Manufacturing Technician III': 1, 'QA Specialist II': 1, 'QA Specialist Ill': 1, 'QC Analyst I': 2, 'QC Analyst II': 1, 'Regulatory Opers Specialist II': 1, 'Sr Director, QC': 1, 'Sr Toxicologist I': 1, 'Sr. Business Systems Analyst': 1, 'Sr. Dir Investor Relations & Corporate Communications': 1, 'Sr. Director, Manufacturing': 1, 'Sr. Manager Quality-GXP Ops': 1, 'Sr. Manufacturing Tech': 2, 'Sr. QC Analyst/LIR Specialist': 1, 'Sr. Research Associate': 1, 'Sr. Staff Mfg Engineer': 1, 'Trainer/Educator I': 1, None: None}",3/16/20
"Allergan, Inc.","['2525 Dupont Drive', ' Irvine', ', CA', ' 92612']",129,10/31/14,No,,"Orange County Community Services Agency, Special P",9/3/14,Layoff,Employer did not State,No,"{'Analy, Financial': 1, 'Analy, Sr Mktg Rsrch': 1, 'Assist, Administrative': 1, 'Assist, Patent': 1, 'Assoc, Princ GHOSR': 5, 'Attorney': 1, 'Attorney, Sr': 1, 'Consultant, Recruiting': 1, 'Dir, CMC Team Leader - Biologi': 1, 'Dir, Corp Compliance': 1, 'Dir, Global Strategic Mktg': 1, 'Dir, HR': 1, 'Dir, Mktg': 1, 'Dir, Process Chemistry': 1, 'Dir, QA': 1, 'Dir, Scientific Ops': 1, 'Dir, Sr Global Strategic Mktg': 1, 'Dir, Sr Mktg Rsrch': 1, 'Dir, Sr Third Party Mfg': 1, 'Dir, Talent Acquisition': 1, 'Investigator, Rsrch': 5, 'Investigator, Rsrch Biology': 4, 'Investigator, Rsrch Chemistry': 2, 'Investigator, Rsrch Tox': 1, 'Investigator, Sr Rsrch': 2, 'Investigator, Sr Rsrch Biology': 3, 'Investigator, Sr Rsrch Chemist': 1, 'Mgr, Dept Lab Animal Sciences': 1, 'Mgr, Sales Comm': 1, 'Mgr, Sr Admin Svcs and Corp Secu': 1, 'Mgr, Sr Compliance Monitoring': 1, 'Mgr, Sr Product': 2, 'Paralegal': 1, 'Paralegal, Assoc': 1, 'Professional': 1, 'Professional, Assoc': 1, 'Professional, Assoc Biology': 1, 'Professional, Sr': 2, 'Professional, Sr Biology': 10, 'Professional, Sr Chemistry': 2, 'Professional, Sr Lab Animal Sc': 1, 'Professional, Sr Pathology': 1, 'Professional, Sr Pharm Sci': 1, 'Professional, Tox': 1, 'Scientist': 3, 'Scientist, Biology': 19, 'Scientist, Chemistry': 4, 'Scientist, Princ Biology': 3, 'Scientist, Princ Chemistry': 2, 'Scientist, Princ Tox': 1, 'Scientist, Sr': 3, 'Scientist, Sr Biology': 4, 'Scientist, Sr Pharmacokinetics': 1, 'Secretary, Executive': 2, 'Tech, Laboratory': 3, 'Tech, Sr Laboratory': 1, 'Veterinarian, Clin': 2, 'VP, Assist General Counsel': 1, 'VP, Bio Science': 2, 'VP, Global Comp and Benefits': 1, 'VP, HR': 1, 'VP, Preclinical Safety Science': 1, 'VP, Sales and Mktg': 1, 'VP, Sales and Mktg - Managed Mar': 1, 'VP, Sr Commercial Operations': 1, 'VP, Sr New Business Integratio': 1, None: None}",3/16/20
"Allergan, Inc.","['2525 Dupont Drive', ' Irvine', ', CA', ' 92612']",371,11/28/14,No,,"Orange County Community Services Agency, Special P",10/13/14,Layoff,Employer did not State,No,"{'Accountant': 3, 'Accountant, Princ': 1, 'Accountant, Sr.': 2, 'Admin, Assoc Medical Education': 1, 'Admin, QA Master Records': 1, 'Admin, Sample Programs': 1, 'Admin, Sr Sales Operations': 1, 'Analy, Assoc Financial': 1, 'Analy, Assoc Quality Assurance': 2, 'Analy, Assoc Quality Control': 1, 'Analy, Assoc Regulatory Suppor': 3, 'Analy, Bus Info Data Mgmt': 1, 'Analy, Clin Data': 2, 'Analy, Credit': 2, 'Analy, Payroll': 1, 'Analy, Princ Clin Data': 11, 'Analy, Process': 1, 'Analy, Quality Control': 1, 'Analy, R & D Project': 1, 'Analy, Sr Bus Info Rptg': 1, 'Analy, Sr Clin Data': 13, 'Analy, Sr ERP Services': 3, 'Analy, Sr Financial': 1, 'Analy, Sr Info': 3, 'Analy, Sr IS Business Systems': 1, 'Analy, Sr Payroll': 1, 'Analy, Sr Pharmacovigilance': 3, 'Analy, Sr Quality Control': 1, 'Analy, Sr Systems': 1, 'Analy, Sr Systems Application': 2, 'Analy, Systems Application': 1, 'Architect, IS Solution': 1, 'Architect, Sr IS Enterprise': 1, 'Architect, Sr IS Solution': 1, 'Assist, Admininstrtive': 2, 'Assist, Clin Project': 1, 'Assist, Trial Master File': 5, 'Assoc, Assist Clin Study Mgmt': 1, 'Assoc, Assist Mfg': 1, 'Assoc, Clin Study Mgmt': 1, 'Assoc, Epidemiologist': 2, 'Assoc, Mfg': 2, 'Assoc, Princ Clin Study Mgmt': 2, 'Assoc, Princ QA Compl': 1, 'Assoc, Sr Clin Study Mgmt': 1, 'Biostatistician, Princ': 1, 'Consultant, ERP Services': 2, 'Consultant, IS Business System': 2, 'Consultant, IS Compliance': 1, 'Consultant, Systems Applicatio': 1, None: None}",3/16/20
ARAMARK,"['8808 IRVINE CENTER DRIVE', ' Irvine', ', CA', ' 92618']",56,12/31/14,No,,"Orange County Community Services Agency, Special P",12/23/14,Closure,Employer did not State,No,"{'BARTENDER': 23, 'COOK': 2, 'CUSTOMER DINING MANAGER': 1, 'GENERAL MANAGER': 1, 'MONEY ROOM ATTENDANT': 2, 'OFFICE WORKER': 1, 'SECURITY WOKER': 2, 'STAND LEAD WORKER': 6, 'STAND WORKER': 5, 'WAITER/WAITRESS': 8, 'WAREHOUSE WORKER': 5, None: None}",3/16/20
"Allergan, Inc.","['2525 Dupont Drive', ' Irvine', ', CA', ' 92612']",577,6/4/15,No,,"Orange County Community Services Agency, Special P",4/6/15,Layoff,Employer did not State,No,"{'Accountant, Prine': 2, 'Accountant, Sr': 1, 'Admin, Global Stock Plan': 1, 'Admin, QA Master Records': 1, 'Advisor, Business': 6, 'Advisor,Sr  Business': 5, 'Analy, Assoc Financial': 1, 'Analy, Assoc Payroll': 2, 'Analy, Bus Info  Data Mgmt': 1, 'Analy, Payroll': 1, 'Analy, Prine Bus Info Rptg': 1, 'Analy, Prine Demand/Finished Goods Ping': 2, 'Analy, Prine Financial': 4, 'Analy, Prine Tax': 3, 'Analy, Sr Financial': 2, 'Analy, Sr Operations': 2, 'Analy, Sr Sales': 2, 'Analy, Sr Systems': 1, 'Analy, Sr Systems Application': 1, 'Analy,Sr Bus Info  Rptg': 1, 'Analy,Sr Payroll': 1, 'Analy,Sr Risk': 1, 'Architect, IS Solution': 1, 'Architect,Sr IS Enterprise': 1, 'Assist, Administrative': 3, 'Assist, Dept': 1, 'Assist, Executive': 5, 'Assist, Executive To CEO': 1, 'Assoc, Assist Clin Study Mgmt': 1, 'Assoc, Assist Mfg': 1, 'Assoc, Clin Study Mgmt': 8, 'Assoc, Prine Clin Study Mgmt': 2, 'Assoc, Sr Clin Rsrch': 1, 'Assoc, Sr Clin Study Mgmt': 4, 'Assoc, Sr Medical Affairs': 1, 'Attorney, Sr': 3, 'Auditor, Prine': 1, 'Biostatistician, Prine': 2, 'Buyer': 1, 'Chairman of the Board & CEO': 1, 'Consultant, IS Compliance': 1, 'Coord, Material': 1, 'Coord, Sr Clin Dev': 1, 'Coord, Sr HR': 1, 'Coord, Sr Purchasing Card': 1, 'Coord, Sr Training & Doc Control': 1, 'Coord, Storeroom  & Facility': 1, 'CVP & Pres, North America': 1, 'Dir, Advertising & Promo Campi': 2, 'Dir, Audit': 1, None: None}",3/16/20
Abbott Vascular,"['26531 Ynez Road', ' Temecula', ', CA', ' 92591']",41,11/12/14,No,,Riverside County Economic Development Agency      ,12/2/14,Layoff,Employer did not State,No,"{'Administrative Asst II': 1, 'Administrative Asst III': 1, 'Assembler III': 1, 'Audio Visual Technician III': 1, 'Entry level Microbiologist': 1, 'Intermediate Material Analyst': 1, 'Lead Quality Control Inspector': 1, 'Manager Manufacturing Engineer': 1, 'Material Handler I': 3, 'Planning Group Lead': 1, 'Quality Assurance Technician III': 1, 'Quality Control Inspector II': 2, 'Quality Control Inspector III': 1, 'Quality Engineer Technician I': 1, 'Senior Facility Planner': 1, 'Senior Facility Supervisor': 2, 'Senior Production Supervisor': 1, 'Senior Supplier Quality Assurance Auditor': 1, 'Senior Validation Engineer': 1, 'Spec II Business Planner': 1, 'Supervisor Production': 1, 'Supervisor Quality Control': 2, 'Technician II Calibration': 1, 'Technician II Facilities': 1, 'Technician II Quality Assurance': 2, 'Technician III Calibration': 1, 'Technician III Equipment/Line': 1, 'Technician III Facilities': 3, 'Technician IV Facilities': 2, 'Technician IV Quality Assurance': 2, None: None}",3/16/20
Abbott Vascular,"['30590 Cochise Circle', ' Murrieta', ', CA', ' 92563']",8,11/12/14,No,,Riverside County Economic Development Agency      ,12/2/14,Layoff,Employer did not State,No,"{'Buyer/Planner i': 1, 'Calibration Equipment Dispatcher IV': 1, 'Material handler I': 1, 'Quality Engineer Technician I': 3, 'Quality System Analyst Associate': 1, 'Technician III Facilities': 1, None: None}",3/16/20
Abbott Vascular,"['42301 Zevo Drive', ' Temecula', ', CA', ' 92590']",53,11/12/14,No,,Riverside County Economic Development Agency      ,12/2/14,Layoff,Employer did not State,No,"{'Assembler I': 5, 'Assembler II': 2, 'Assembler III': 6, 'Assembler IV Lead': 1, 'Distribution/Material Spec. II': 4, 'Distribution/Material Spec. IV Lead': 1, 'Group Leader, Quality': 1, 'Intermediate Analyst Business Applications': 2, 'Quality Control Chemist': 1, 'Quality Control Inspector III': 1, 'Spec. II Distribution': 19, 'Specialist I Distribution': 4, 'Supervisor Production': 1, 'Supervisor Warehouse': 1, 'Technician II Calibration': 1, 'Technician III Equipment/Line': 2, 'Technician III Facilities': 1, None: None}",3/16/20
"Actavis, Inc.","['311 Bonnie Circle', ' Corona', ', CA', ' 92880']",48,10/8/14,No,,Riverside County Economic Development Agency      ,8/7/14,Layoff,Employer did not State,No,"{'Administrative Assistant': 1, 'Buyer Sr.': 1, 'Chemist I': 1, 'Chemist II': 5, 'Chemist III': 1, 'Chemist, Sr.': 1, 'Director, Quality Assurance': 1, 'Documentation Coordinator II': 2, 'Documentation Specialist': 1, 'Documentation Specialist Sr.': 1, 'Mail Clerk': 1, 'Manager, Microbiology & Raw Material Testing': 1, 'Manager, Warehouse': 1, 'Material Handler I': 2, 'Material Handler II': 4, 'Mfg Services Analyst III': 1, 'Packaging Operator I': 1, 'Packaging Operator II': 5, 'Packaging Operator III': 2, 'Packaging Operator Lead': 4, 'Q.A. Inspector IV': 2, 'Q.A. Training Specialist': 1, 'Quality Assurance Engineer I': 2, 'Quality Assurance Engineer II': 1, 'Quality Assurance Engineer Principal': 1, 'Set-Up Mechanic II': 1, 'Supervisor, Laboratory': 1, 'Supervisor, Manufacturing': 2, None: None}",3/16/20
"Actavis, Inc.","['311 Bonnie Circle', ' Corona', ', CA', ' 92880']",200,1/2/15,No,,Riverside County Economic Development Agency      ,11/12/14,Layoff,Employer did not State,No,"{'Administrative Assistant II': 1, 'Buyer': 1, 'Buyer Sr.': 1, 'Calibration Tech II': 1, 'Chemist I': 1, 'Chemist II': 7, 'Chemist III': 4, 'Chemist, Sr.': 3, 'Custodian II': 2, 'Custodian Lead': 1, 'Department Coordinator II': 2, 'Documentation Coordinator II': 3, 'Documentation Coordinator III': 5, 'Documentation Specialist': 2, 'Documentation Specialist Sr.': 3, 'Environmental Health & Safety Engineer Sr.': 1, 'Equipment Maintenance Mechanic IV': 7, 'General Maintenance Mechanic I': 1, 'General Maintenance Mechanic II': 1, 'General Maintenance Mechanic III': 2, 'General Maintenance Mechanic IV': 3, 'HR Coordinator': 1, 'Human Resources Representative Sr.': 2, 'Inventory Control Coordinator': 1, 'Laboratory Tech II': 2, 'Laboratory Tech III': 1, 'Manager, Calibration & Qualification': 1, 'Manager, Compliance': 1, 'Manager, Manufacturing': 1, 'Manager, Packaging': 1, 'Manager, Project II': 1, 'Materail Handler III': 3, 'Material Handler I': 2, 'Material Handler II': 9, 'Material Handler Lead': 2, 'Materials Mgmt Master Data Administrator': 1, 'Mfg Data Coordinator I': 4, 'Mfg Services Analyst III': 1, 'Microbiologist II': 2, 'Packaging Operator I': 13, 'Packaging Operator II': 17, 'Packaging Operator III': 21, 'Packaging Operator Lead': 22, 'Pharm Tech Specialist II': 1, 'Pharm Tech Specialist III': 2, 'Pharm Tech Specialist Principal': 1, 'Pharm Tech Technician II': 1, 'Process Operator IV': 1, 'Production Planner': 1, 'Production Planner Sr.': 1, 'Q.A. Inspector III': 3, 'Q.A. Inspector IV': 1, 'Q.A. Training Specialist Sr.': 1, 'Quality Assurance Engineer I': 1, 'Quality Assurance Engineer II': 4, 'Quality Assurance Engineer Sr.': 2, 'Security Systems Administrator': 1, 'Set-Up Mechanic II': 4, 'Set-Up Mechanic Lead': 2, 'Supervisor, Manufacturing': 3, 'Supervisor, Manufacturing Documentation': 1, 'Supervisor, Packaging': 5, 'Tool Room Attendant': 1, 'Validation Engineer II': 1, 'Validation Engineer Principal': 1, None: None}",3/16/20
Access Business Group LLC,"['19600 6th street', ' Lakeview', ', CA', ' 92567']",72,12/15/15,No,,Riverside County Economic Development Agency      ,2/3/15,Closure,Employer did not State,No,"{'AA': 1, 'Adv Prod Mach Mech': 1, 'Assoc Res Sci I': 1, 'Custodian': 1, 'Eng Man II': 1, 'Farm Equip Operator': 1, 'Farm Maint Mech': 2, 'Gen Maint Mech': 2, 'Lead Sec Officer': 2, 'Lead Sr Process Operator': 4, 'Lead Sr Ship-Rec Clerk': 1, 'Machinist Mech': 1, 'Maint Central Plant Opr': 1, 'Maint Elect': 1, 'Maint Electrician': 1, 'Maint Painter': 1, 'Mfg Tech I': 1, 'Mgr Paper Plant (Ada)': 1, 'Mixer Opr A Powder Drnk': 1, 'Operator A': 9, 'Operator B': 8, 'Packaging Mach Operator': 1, 'Princ Eng Quality': 1, 'Princ Engr': 1, 'Prod Records Clerk Intr': 1, 'Secutiry Officer': 1, 'Sr Mfg Operations Sched': 1, 'Sr Pharm Tech Tableting': 1, 'Sr Processor': 6, 'Sr Records Clerk': 1, 'Sr Sec': 1, 'Sr Ship & Rcv Clerk': 2, 'Sr Supply Chain Planner': 1, 'Supv Lakeview Farm': 1, 'Supv Man': 1, 'Tech II': 2, 'Temp Supv Plant': 1, 'Warehouse Wrk Forklift Op': 1, None: None}",3/16/20
"Actavis, Inc","['311 Bonnie Circle', ' Corona', ', CA', ' 92880']",40,4/2/15,No,,Riverside County Economic Development Agency      ,2/2/15,Layoff,Employer did not State,No,"{'Chemist I': 2, 'Chemist II': 2, 'Chemist III': 1, 'Chemist, Sr.': 1, 'Cleaning Technician II': 1, 'Client Services Specialist': 1, 'Department Coordinator II': 1, 'Division Plant Controller': 1, 'Documentation Coordinator II': 3, 'Documentation Specialist Sr.': 1, 'Equipment Maintenance Mechanic II': 1, 'Equipment Maintenance Mechanic IV': 1, 'Financial Analyst Sr.': 1, 'Manager, Environmental Health & Safety': 1, 'Manager, Manufacturing': 1, 'Manager, Project III': 1, 'Manufacturing Engineer Principal': 1, 'Manufacturing Engineer Sr.': 1, 'Materials Mgmt Master Data Administrator': 1, 'Mgf Data Coordinator II': 3, 'Process Operator IV': 3, 'Project Operator II': 2, 'Q.A. Inspector III': 1, 'Quality Assurance Engineer I': 2, 'Quality Assurance Engineer Sr.': 2, 'Security Officer Lead': 2, 'Supervisor, Quality Assurance': 1, 'Supervisor, Warehosue': 1, None: None}",3/16/20
ARAMARK,"['2575 GLEN HELEN PRKW', ' San Bernardino', ', CA', ' 92407']",77,12/31/14,No,,"City of San Bernardino, Employment and Training Ag                              ",12/23/14,Closure,Employer did not State,No,"{'BARTENDER': 22, 'MONEY ROOM ATTENDANT': 3, 'OFFICE WORKER': 1, 'PAYROLL CLERK': 1, 'SECURITY WORKER': 1, 'STAND LEAD WORKER': 13, 'STAND WORKER': 11, 'WAITER/WAITRESS': 12, 'WAREHOUSE LEAD WORKER': 1, 'WAREHOUSE WORKER': 12, None: None}",3/16/20
Atrium Corporation,"['1650 S. Archibald Avenue', ' Ontario', ', CA', ' 91761']",131,12/31/14,No,,"San Bernardino County, Jobs and Employment Service",10/8/14,Closure,Employer did not State,No,"{'Account Specialist': 1, 'Assembler': 2, 'Casement Lead': 1, 'Computer Programmer': 1, 'Controller': 1, 'Cost Accountant': 1, 'Credit & Collections Associate': 1, 'Customer Sales Representative': 1, 'Customer Sales Specialist': 1, 'Delivery Driver': 6, 'Door Lead': 2, 'Engineer': 1, 'Fabrication Helper': 1, 'Field Service Lead': 1, 'Field Service Technician': 3, 'Financial Accountant': 1, 'Flexmaster': 1, 'Glass Cutter': 1, 'Glass Lead': 2, 'IT Specialist': 1, 'Lead': 5, 'Loader': 3, 'Long Haul Driver': 3, 'Machine Operator': 3, 'Maintenance Technician': 1, 'Manager, Credit & Collections': 1, 'Manager, Human Resources': 1, 'Marketing Coordinator': 1, 'Office Administrator': 1, 'Order Entry Clerk': 3, 'Payables Clerk': 1, 'Plant Manager': 1, 'Production Control Representative': 2, 'Production Manager': 1, 'Production Worker': 52, 'Purchasing Agent': 1, 'Purchasing Manager': 1, 'Quality Control Inspector': 3, 'Recording Clerk': 1, 'Sales Representative': 6, 'Sash Processor': 1, 'Shipping /Receiving Clerk': 2, 'Shipping/Receiving Lead': 1, 'Supervisor, Customer Service': 1, 'Supervisor, Production': 2, 'Vice President of Sales': 1, 'Welder': 2, None: None}",3/16/20
"Allergan, Inc.","['5770 Armada Drive', ' Carlsbad', ', CA', ' 92008']",40,11/28/14,No,,"San Diego Workforce Partnership, Inc.             ",10/9/14,Layoff,Employer did not State,No,"{'Admin, Help Desk': 1, 'Admin, Sr Help Desk': 1, 'Analy, Assoc Quality Assurance': 1, 'Analy, Assoc Sales Admin': 1, 'Analy, Pharmacovigilance': 1, 'Analy, Sr Sales': 1, 'Assist, Administrative': 1, 'Assoc, Assist Clinical': 1, 'Coord, Sr Dept - SKM': 1, 'Dir, Finance': 1, 'Dir, Intl Bus': 1, 'Dir, IS': 1, 'Dir, Materials': 1, 'Dir, Mktg': 1, 'GF-VP': 1, 'GF-VP (11)': 1, 'Mgr, Assoc Medical Scientific': 1, 'Mgr, Assoc Product': 3, 'Mgr, Help Desk': 1, 'Mgr, Intl Bus': 1, 'Mgr, Product': 1, 'Mgr, Sales Operations': 1, 'Mgr, Sr Application Programming': 1, 'Mgr, Sr Product': 1, 'Planner, Sr Meeting': 1, 'Planner/Buyer, Sr': 2, 'Professional, Assoc Biology': 1, 'Rep, Customer Svc - SKM': 1, 'Rep, Graphic Designer': 1, 'Rep, Inside Sales - SKM': 1, 'Spec, Sr Regulatory Affairs': 1, 'Supv, Facilities Svcs': 1, 'Tech, Sr Laboratory': 1, 'Tech, Sr QA/QC - SKM': 1, 'VP, HR': 1, 'VP, Operations': 1, 'VP, R & D': 1, None: None}",3/16/20
ARAMARK,"['2050 ENTERTAINMENT CIRCLE', ' Chula Vista', ', CA', ' 91911']",110,12/31/14,No,,"San Diego Workforce Partnership, Inc.             ",12/23/14,Closure,Employer did not State,No,"{'BARTENDER': 21, 'CASHIER': 1, 'COOK': 6, 'CUSTOMER DINING MANAGER': 1, 'HOURLY SUPERVISOR': 3, 'MONEY ROOM ATTENDANT': 2, 'MONEY ROOM LEAD ATTENDANT': 1, 'RUNNER': 6, 'SECURITY WORKER': 5, 'STAND LEAD WORKER': 8, 'STAND WORKER': 36, 'WAITER/WAITRESS': 15, 'WAREHOUSE WORKER': 5, None: None}",3/16/20
Active Network,"['10182 Telesis Court, Suite 100', ' San Diego', ', CA', ' 92121']",53,5/1/15,No,,"San Diego Workforce Partnership, Inc.             ",3/4/15,Layoff,Employer did not State,No,"{'Account Executive, Senior': 1, 'Account Manager': 2, 'Accountant II': 1, 'Accounting Assistant IIII': 1, 'Ad Operations Manager, Senior': 1, 'Associate Account Manager': 2, 'Associate Manager, Technical Support': 1, 'Associate Sales Manager': 1, 'Client Application Specialist': 2, 'Client Application Specialist, Senior': 2, 'Coordinator': 1, 'Director, Accounting': 1, 'Facilities Manager': 1, 'Finance Manager': 1, 'Manager Accounting': 1, 'Manager, Revenue Recoginition': 1, 'Online Editor': 2, 'Online Editor, Associate': 1, 'Online Editor, Senior': 1, 'Paralegal II': 1, 'Product Manager': 1, 'Product Manager III': 1, 'Program Manager, Senior': 1, 'Revenue Accountant II': 1, 'Revenue Accountant, Senior I': 4, 'Sales Manager': 1, 'Senior Account Manager': 2, 'Senior Accountant I': 1, 'Senior Accountant II': 1, 'Senior Director, Revenue Recoginition Acctg': 1, 'Senior Manager, Product Management': 1, 'Senior Manager, Technical Support': 1, 'Software Engineer III': 1, 'Software Engineer, Senior': 2, 'Strategic Account Manager': 1, 'Supervisor, Accounts Receivable': 1, 'Supervisor, Application Support': 1, 'Supervisor, Revenue Recoginition': 1, 'Technical Account Manager': 2, 'Technical Analyst, Associate': 2, 'Technical Analyst, Specialist': 1, None: None}",3/16/20
"Apollo Education Group, Inc.","['199 Fremont St', ' San Francisco', ', CA', ' 94105']",34,8/31/15,No,,Office of Economic and Workforce Development SF                                 ,4/1/15,Layoff,Employer did not State,No,"{'Art Director Hispanic Market': 1, 'Assistant Manager Print Production': 1, 'Associate Creative Director': 1, 'Creative Director': 2, 'Group Director Project Manager': 2, 'Project Manager': 2, 'Software Developer Sr': 1, 'Sr Art Director': 2, 'Sr Copywriter': 1, 'Sr Designer': 4, 'Sr IT Project Manager': 6, 'Sr Manager Production': 1, 'Studio Manager': 4, 'VP Marketing Apollo Group': 2, 'Web Copywriter Sr': 1, 'Web Designer II': 3, None: None}",3/16/20
"Apollo Education Group, Inc.","['199 Fremont St.', ' San Francisco', ', CA', ' 94105']",60,6/26/15,No,,Office of Economic and Workforce Development SF                                 ,4/28/15,Layoff,Employer did not State,No,"{'Administrator Exec': 1, 'Affiliates Analyst Sr': 1, 'Assoc Dir Media': 1, 'Bus Analyst Sr': 1, 'Data Analyst': 2, 'Dig Media Anlytcs Analyst I': 1, 'Dig Media Rep': 1, 'Dig Mktg Ops Rep': 1, 'Dir Advertising': 1, 'Dir IT Infrastructure': 1, 'Dir Mktg Svcs': 1, 'Dir Product Mgmt': 1, 'Dir User Exper': 1, 'Mgr Dig Media': 1, 'Mgr Dig Media Anlytcs': 1, 'Mgr Display': 2, 'Mgr IT Software Engrg': 1, 'Mgr IT Web Dev': 2, 'Product Design Architect': 1, 'Product Mgr': 2, 'Proj Mgr IT': 2, 'Proj Mgr Sr IT': 7, 'SEM Analyst I': 1, 'Sr Dir Dig Media Anlytcs': 1, 'Sr Dir Dig Mktg Svcs': 1, 'Sr Dir Email Mktg': 1, 'Sr Dir Product Mgmt': 1, 'Sr Dir Strat Sourcing & Procur': 1, 'Sr Mgr Bus Ops & Tech': 1, 'Sr Mgr Dig Media Anlytcs': 2, 'Sr Mgr Dig Mktg': 4, 'Sr Mgr Product Mktg': 1, 'Sr Mgr Strat Sourcing': 1, 'Sr Mgr Technical Projs': 1, 'Usability Engr Sr': 2, 'VP Dig Mktg': 2, 'VP Mktg Apollo Grp': 2, 'VP Mktg Ops': 1, 'VP Original Programming': 1, 'VP Prgm Mgmt  LS': 1, 'VP Product Management': 1, 'Web Developer I': 1, None: None}",3/16/20
"Allergan, Inc.","['71 S. Los Carneros', ' Goleta', ', CA', ' 93117']",134,11/28/14,No,,Santa Barbara County                              ,10/14/14,Closure,Employer did not State,No,"{'Analy, Safety Surveillance': 3, 'Analy, Sr Financial (SB)': 1, 'Analy, Sr Safety Surveillance': 2, 'Assist, Admin (SB)': 4, 'Assist, Dept (SB)': 2, 'Assist, Engineering (SB)': 3, 'Assist, Purchasing (SB)': 1, 'Assist, Regulatory': 1, 'Assoc, Clin Study Mgmt': 1, 'Assoc, Regulatory Affairs': 1, 'Assoc, Sr Clin Study Mgmt': 2, 'Biostatistician': 1, 'Biostatistician, Princ': 1, 'Buyer, Sr (SB)': 1, 'Clerk, Mail (SB)': 1, 'Coord, Legal Records (SB)': 1, 'Coord, Sr HR': 1, 'Dir, Device Analytical Development (SB)': 1, 'Dir, Global Dev Operations': 1, 'Dir, Project Mgmt R&D (SB)': 1, 'Dire, Regulatory Affairs': 1, 'Drafter, Sr CAD (SB)': 1, 'Engineer': 1, 'Engineer, Assoc': 1, 'Engineer, Project - Prod Dev': 1, 'Engineer, Project - Quality': 1, 'Engineer, Sr Mfg (SB)': 1, 'Engineer, Sr Project': 1, 'Engineer, Sr Project - Quality': 1, 'Engineer, Sr Quality (SB)': 1, 'Mech, Sr Maintenance (SB)': 1, 'Mgr II, Biostatistics': 1, 'Mgr, Assoc Project R&D (SB)': 1, 'Mgr, Business Relationship - Lead': 1, 'Mgr, Engineering (SB)': 2, 'Mgr, Financial Plng': 1, 'Mgr, HR': 1, 'Mgr, Medical Coding': 1, 'Mgr, Product Support (SB)': 1, 'Mgr, Sr Business Relationship': 1, 'Mgr, Sr Engineering': 1, 'Mgr, Sr Financial & Project Plng (SB)': 1, 'Mgr, Sr Global Sourcing': 1, 'Mgr, Sr Project (SB)': 1, 'Mgr, Sr Project IS': 1, 'Microbiologist (SB)': 1, 'Professional - Device Analytical': 1, 'Professional, Biology': 2, 'Professional, Sr Biology': 2, 'Regulatory Affairs': 1, None: None}",3/16/20
American Medical Response West,"['4701 Stoddard Road', ' Modesto', ', CA', ' 95356']",211,12/31/14,No,,"Stanislaus County, Department of Employment and Tr",10/27/14,Layoff,Employer did not State,No,"{'Administrator Wage & Time': 1, 'Assistant Billing': 9, 'Associate Cash Receipts - PBS': 4, 'Clerk': 1, 'Clerk Mail Room': 1, 'Custodian of Legal Records': 3, 'Imaging Processor': 3, 'Manager Cash Posting': 1, 'Representative Cash Posting': 11, 'Representative Cash Refund': 4, 'Representative Coding': 48, 'Representative Contract': 16, 'Representative Insurance (PBS)': 32, 'Representative Mail (Return) - PBS': 3, 'Representative Medicaid': 20, 'Representative Medicare': 19, 'Representative Oracle (PBS)': 4, 'Specialist Quality Assurance': 8, 'Specialist Reconciliation': 2, 'Specialist Reports (PBS)': 2, 'Supervisor AR Followup': 2, 'Supervisor Cash Posting': 1, 'Supervisor Coding': 3, 'Supervisor Contract': 1, 'Supervisor PBS': 1, 'Supervisor Quality Assurance - PBS': 1, 'Team Lead': 2, 'Team Lead - Coding': 2, 'Team Lead - Contracts': 2, 'Team Lead - Medicaid': 1, 'Team Lead - Medicare': 1, 'Trainer Quality Assurance': 2, None: None}",3/16/20
Abbott Vascular,"['41888 Motor Car Parkway', ' Temecula', ', CA', ' 92591']",9,11/12/14,No,,Riverside County Economic Development Agency      ,12/2/14,Layoff,Employer did not State,No,"{'Associate Project Manager': 1, 'Audio Visual Technician IV': 1, 'Intermediate Analyst Business Applications': 1, 'Project Coordinator': 1, 'Quality System Analyst Intermediate': 1, 'Senior Analyst Quality': 3, 'Staff Business Applications Analyst': 1, None: None}",3/16/20
ASCO Power Technologies,"['705 North Carktib Avenue', ' Stockton', ', CA', ' 95203']",104,4/3/15,Employer did not State,,San Joaquin County Employment and Economic Develop,1/9/15,Closure,Yes,Employer did not State,"{'EDNP': 104, None: None}",3/16/20
